Label,Total/Target,Jaccard,Dice,VolumeSimilarity,FalseNegative,FalsePositive
43,0.707317073170732,0.517857142857143,0.682352941176471,0.0705882352941176,0.292682926829268,0.340909090909091
44,0.973184476774617,0.95075261130307,0.974754672421515,-0.00322692292031435,0.0268155232253835,0.0236700568428029
45,0.979187469612451,0.962219756283008,0.980746170964786,-0.00318366278308679,0.0208125303875491,0.0176901573915278
46,0.995334370139969,0.983858570330515,0.991863618752421,0.00697404106935296,0.0046656298600311,0.0115830115830116
47,0.989952904238618,0.984697064334791,0.992289535798584,-0.004720692368214,0.0100470957613815,0.00536277602523659
48,0.98455949137148,0.96929955290611,0.984410473739973,0.000302709247767519,0.0154405086285195,0.0157384987893462
49,0.98062015503876,0.965648854961832,0.98252427184466,-0.00388349514563107,0.0193798449612403,0.0155642023346304
50,0.939516129032258,0.882575757575758,0.937625754527163,0.00402414486921529,0.0604838709677419,0.0642570281124498
51,0.993752788933512,0.982962570621469,0.991408093308997,0.00471887103236433,0.00624721106648818,0.010925564043347
52,0.994838181073331,0.985872036375447,0.992885763349415,0.0039250960830812,0.0051618189266694,0.00905900595772464
55,0.990554899645809,0.980140186915888,0.989970501474926,0.00117994100294985,0.00944510035419126,0.0106132075471698
56,0.976228209191759,0.969315499606609,0.984418697562925,-0.0167798641630044,0.0237717908082409,0.0072522159548751
57,0.988744800587228,0.978687333494793,0.989228886168911,-0.000979192166462668,0.0112551994127722,0.0102865540044085
58,0.9821308912218,0.969783855315395,0.984660172433098,-0.00515059903706192,0.0178691087781997,0.0127974854063763
59,0.99326327135543,0.987938890377915,0.993932856950249,-0.00134825401105568,0.0067367286445702,0.00539665407447383
60,0.993051322686822,0.986079167171045,0.992990796611203,0.000121899189370391,0.00694867731317811,0.00706972208678693
61,0.991846522781775,0.983824928639391,0.991846522781775,0,0.00815347721822542,0.00815347721822542
62,0.989948626312263,0.982923042803282,0.991387987920814,-0.00290795213063416,0.0100513736877373,0.00716845878136201
63,0.984210526315789,0.958974358974359,0.979057591623037,0.0104712041884817,0.0157894736842105,0.0260416666666667
64,0.982608695652174,0.949579831932773,0.974137931034483,0.0172413793103448,0.0173913043478261,0.0341880341880342
69,0.931034482758621,0.885245901639344,0.939130434782609,-0.0173913043478261,0.0689655172413793,0.0526315789473684
71,0.996125699526474,0.9931330472103,0.996554694229113,-0.000861326442721792,0.00387430047352561,0.003015941404567
72,0.99022687609075,0.977264898380985,0.988501742160279,0.00348432055749129,0.00977312390924956,0.0132173913043478
73,0.991382847763644,0.970670952189634,0.985117227319062,0.0126401630988787,0.00861715223635618,0.0210696920583468
75,0.932432432432432,0.9,0.947368421052632,-0.0320366132723112,0.0675675675675676,0.0372093023255814
76,0.952941176470588,0.920454545454545,0.958579881656805,-0.0118343195266272,0.0470588235294118,0.0357142857142857
100,0.980616923718216,0.954748376623377,0.976850410048791,0.00768192671026679,0.0193830762817841,0.0268872802481903
101,0.987241602067183,0.951143612883149,0.974960127591707,0.0248803827751196,0.0127583979328165,0.0370195337114052
102,0.985602371374127,0.962572373862696,0.980929301443473,0.0094826677905384,0.0143976286258734,0.0236996644295302
103,0.982186732186732,0.964124208622249,0.981734458940906,0.000920951650038373,0.0178132678132678,0.0187173979748389
104,0.958056478405316,0.897665369649805,0.946073405782243,0.0250153783063359,0.0419435215946844,0.0656136087484812
105,0.945220193340494,0.91050181065701,0.953154616842675,-0.016788518819388,0.0547798066595059,0.0387766247951939
106,0.88649923685306,0.810992637725311,0.895633279596271,-0.0206069951636644,0.11350076314694,0.095042492917847
107,0.955757970071568,0.905113986444855,0.95019404915912,0.0116429495472186,0.044242029928432,0.0553054662379421
108,0.981503115264797,0.964046662841844,0.981694255111977,-0.000389483933787731,0.0184968847352025,0.0181145305804441
109,0.968124341412013,0.942791174961519,0.970553281394428,-0.00501782648884194,0.0318756585879874,0.0270055599682288
112,0.935155753337572,0.876116736152472,0.933968253968254,0.00253968253968254,0.0648442466624285,0.0672162333544705
113,0.953243717124489,0.920688681907988,0.958706833210874,-0.0114621601763409,0.0467562828755114,0.0357670706473544
114,0.964935349550734,0.940811965811966,0.969503468017175,-0.00946823736650886,0.0350646504492658,0.0258849557522124
115,0.967458788268037,0.937551867219917,0.967769568476282,-0.00064246707356248,0.0325412117319632,0.0319194515852614
116,0.987786714328269,0.979326639102185,0.989555356609967,-0.0035810205908684,0.0122132856717307,0.00866965620328849
117,0.973487677371172,0.95916114790287,0.979154929577465,-0.0116431924882629,0.0265123226288275,0.0151114469210427
118,0.947430830039526,0.905895691609977,0.950624628197501,-0.00674201863969859,0.0525691699604743,0.0461599681655392
119,0.951111111111111,0.914830647813219,0.955521208998798,-0.00927357032457496,0.0488888888888889,0.0400276052449966
120,0.952657004830918,0.902517162471396,0.948761125811884,0.00817897522251624,0.0473429951690821,0.0551030186871107
121,0.968222043443282,0.936940443752433,0.967443729903537,0.00160771704180064,0.0317779565567176,0.0333333333333333
122,0.995490417136415,0.987972027972028,0.993949627128184,0.00309553960883636,0.00450958286358512,0.00758640067434673
123,0.971885813148789,0.944514501891551,0.971465629053178,0.000864677907479464,0.0281141868512111,0.0289541918755402
124,0.948224852071006,0.897759103641457,0.946125461254613,0.0044280442804428,0.0517751479289941,0.0559646539027982
125,0.955396966993756,0.922083512699096,0.95946248600224,-0.00851063829787234,0.0446030330062444,0.0364372469635627
128,0.937126232422822,0.892411882407265,0.94314762098414,-0.0128507523383489,0.062873767577178,0.0507531106745252
129,0.943661971830986,0.899892550143267,0.947308888679423,-0.00772928645489679,0.0563380281690141,0.0490158970476911
132,0.987308170883451,0.96560116826221,0.982499587254416,0.00974079577348522,0.0126918291165492,0.0222623839645116
133,0.958482020312929,0.921063044051701,0.95890975249734,-0.000892519995880677,0.0415179796870711,0.0406621333882822
134,0.986350574712644,0.974252407501267,0.986958307660711,-0.00123228589032656,0.0136494252873563,0.0124332100287711
135,0.986483780536644,0.97160043388226,0.985595678703611,0.00180054016204861,0.013516219463356,0.0152908255046972
136,0.965848452508004,0.918781725888325,0.957671957671958,0.0169312169312169,0.0341515474919957,0.0503672612801679
137,0.945932289034866,0.89376939603724,0.943905206101097,0.00428589436530947,0.0540677109651339,0.0581132075471698
138,0.972039473684211,0.949588270737096,0.974142371484496,-0.00432677449263418,0.0279605263157895,0.0237456122238282
